İL1,İL2,MESAFE
19,Unnamed: 26,651
20,Unnamed: 26,1325
21,Unnamed: 26,315
22,Unnamed: 26,1461
23,Unnamed: 26,317
24,Unnamed: 26,191
26,Unnamed: 26,1118
27,Unnamed: 26,652
28,Unnamed: 26,362
29,Unnamed: 26,201
30,Unnamed: 26,610
31,Unnamed: 26,786
32,Unnamed: 26,1183
33,Unnamed: 26,878
34,Unnamed: 26,1229
35,Unnamed: 26,1467
36,Unnamed: 26,205
37,Unnamed: 26,810
38,Unnamed: 26,636
39,Unnamed: 26,1438
40,Unnamed: 26,760
41,Unnamed: 26,1118
42,Unnamed: 26,932
43,Unnamed: 26,1197
44,Unnamed: 26,411
45,Unnamed: 26,1447
46,Unnamed: 26,633
47,Unnamed: 26,410
48,Unnamed: 26,1453
49,Unnamed: 26,270
50,Unnamed: 26,709
51,Unnamed: 26,757
52,Unnamed: 26,405
53,Unnamed: 26,249
54,Unnamed: 26,1081
55,Unnamed: 26,551
56,Unnamed: 26,447
57,Unnamed: 26,712
58,Unnamed: 26,438
59,Unnamed: 26,1360
60,Unnamed: 26,494
61,Unnamed: 26,294
62,Unnamed: 26,239
63,Unnamed: 26,492
64,Unnamed: 26,1252
65,Unnamed: 26,415
66,Unnamed: 26,661
67,Unnamed: 26,1026
68,Unnamed: 26,785
69,Unnamed: 26,125
70,Unnamed: 26,933
71,Unnamed: 26,805
72,Unnamed: 26,369
73,Unnamed: 26,543
74,Unnamed: 26,991
75,Unnamed: 26,230
76,Unnamed: 26,326
77,Unnamed: 26,1184
78,Unnamed: 26,926
79,Unnamed: 26,691
80,Unnamed: 26,715
81,Unnamed: 26,1013
İL PLAKA NO,Unnamed: 27,ESKİŞEHİR
01,Unnamed: 27,690
02,Unnamed: 27,952
03,Unnamed: 27,140
04,Unnamed: 27,1298
05,Unnamed: 27,573
06,Unnamed: 27,233
07,Unnamed: 27,421
08,Unnamed: 27,1202
09,Unnamed: 27,474
10,Unnamed: 27,303
11,Unnamed: 27,80
12,Unnamed: 27,1107
13,Unnamed: 27,1298
14,Unnamed: 27,290
15,Unnamed: 27,300
16,Unnamed: 27,152
17,Unnamed: 27,431
18,Unnamed: 27,376
19,Unnamed: 27,482
20,Unnamed: 27,355
21,Unnamed: 27,1119
22,Unnamed: 27,555
23,Unnamed: 27,970
24,Unnamed: 27,933
25,Unnamed: 27,1118
27,Unnamed: 27,868
28,Unnamed: 27,843
29,Unnamed: 27,1005
30,Unnamed: 27,1596
31,Unnamed: 27,886
32,Unnamed: 27,301
33,Unnamed: 27,683
34,Unnamed: 27,323
35,Unnamed: 27,412
36,Unnamed: 27,1320
37,Unnamed: 27,482
38,Unnamed: 27,536
39,Unnamed: 27,532
40,Unnamed: 27,403
41,Unnamed: 27,213
42,Unnamed: 27,337
43,Unnamed: 27,79
44,Unnamed: 27,872
45,Unnamed: 27,392
46,Unnamed: 27,792
47,Unnamed: 27,1200
48,Unnamed: 27,482
49,Unnamed: 27,1217
50,Unnamed: 27,496
51,Unnamed: 27,555
52,Unnamed: 27,801
53,Unnamed: 27,1054
54,Unnamed: 27,176
55,Unnamed: 27,654
56,Unnamed: 27,1306
57,Unnamed: 27,652
58,Unnamed: 27,684
59,Unnamed: 27,454
60,Unnamed: 27,623
61,Unnamed: 27,975
62,Unnamed: 27,1056
63,Unnamed: 27,1006
64,Unnamed: 27,217
65,Unnamed: 27,1433
66,Unnamed: 27,457
67,Unnamed: 27,356
68,Unnamed: 27,442
69,Unnamed: 27,1057
70,Unnamed: 27,451
71,Unnamed: 27,316
72,Unnamed: 27,1218
73,Unnamed: 27,1370
74,Unnamed: 27,444
75,Unnamed: 27,1339
76,Unnamed: 27,1442
77,Unnamed: 27,219
78,Unnamed: 27,426
79,Unnamed: 27,931
80,Unnamed: 27,779
81,Unnamed: 27,244
İL PLAKA NO,Unnamed: 28,GAZİANTEP
01,Unnamed: 28,216
02,Unnamed: 28,151
03,Unnamed: 28,794
04,Unnamed: 28,762
05,Unnamed: 28,576
06,Unnamed: 28,647
07,Unnamed: 28,763
08,Unnamed: 28,846
09,Unnamed: 28,1096
10,Unnamed: 28,1118
11,Unnamed: 28,948
12,Unnamed: 28,476
13,Unnamed: 28,525
14,Unnamed: 28,835
15,Unnamed: 28,863
16,Unnamed: 28,1020
17,Unnamed: 28,1299
18,Unnamed: 28,678
19,Unnamed: 28,613
20,Unnamed: 28,977
21,Unnamed: 28,321
22,Unnamed: 28,1330
23,Unnamed: 28,338
24,Unnamed: 28,602
25,Unnamed: 28,652
26,Unnamed: 28,868
28,Unnamed: 28,689
29,Unnamed: 28,754
30,Unnamed: 28,691
31,Unnamed: 28,194
32,Unnamed: 28,835
33,Unnamed: 28,286
34,Unnamed: 28,1098
35,Unnamed: 28,1122
36,Unnamed: 28,857
37,Unnamed: 28,784
38,Unnamed: 28,330
39,Unnamed: 28,1307
40,Unnamed: 28,464
41,Unnamed: 28,988
42,Unnamed: 28,574
43,Unnamed: 28,891
44,Unnamed: 28,241
45,Unnamed: 28,1102
46,Unnamed: 28,78
47,Unnamed: 28,333
48,Unnamed: 28,1071
49,Unnamed: 28,586
50,Unnamed: 28,413
51,Unnamed: 28,423
52,Unnamed: 28,681
53,Unnamed: 28,884
54,Unnamed: 28,950
55,Unnamed: 28,705
56,Unnamed: 28,499
57,Unnamed: 28,829
58,Unnamed: 28,402
59,Unnamed: 28,1229
60,Unnamed: 28,466
61,Unnamed: 28,806
62,Unnamed: 28,475
63,Unnamed: 28,139
64,Unnamed: 28,906
65,Unnamed: 28,684
66,Unnamed: 28,529
67,Unnamed: 28,912
68,Unnamed: 28,484
69,Unnamed: 28,730
70,Unnamed: 28,509
71,Unnamed: 28,574
72,Unnamed: 28,412
73,Unnamed: 28,502
74,Unnamed: 28,930
75,Unnamed: 28,881
76,Unnamed: 28,860
77,Unnamed: 28,1053
78,Unnamed: 28,861
79,Unnamed: 28,63
80,Unnamed: 28,123
81,Unnamed: 28,882
İL PLAKA NO,Unnamed: 29,GİRESUN
01,Unnamed: 29,716
02,Unnamed: 29,698
03,Unnamed: 29,865
04,Unnamed: 29,542
05,Unnamed: 29,320
06,Unnamed: 29,601
07,Unnamed: 29,1092
08,Unnamed: 29,359
09,Unnamed: 29,1205
10,Unnamed: 29,1095
11,Unnamed: 29,877
12,Unnamed: 29,539
13,Unnamed: 29,713
14,Unnamed: 29,662
15,Unnamed: 29,1031
16,Unnamed: 29,933
17,Unnamed: 29,1212
18,Unnamed: 29,522
19,Unnamed: 29,361
20,Unnamed: 29,1086
21,Unnamed: 29,677
22,Unnamed: 29,1157
23,Unnamed: 29,558
24,Unnamed: 29,297
25,Unnamed: 29,362
26,Unnamed: 29,843
27,Unnamed: 29,689
29,Unnamed: 29,162
30,Unnamed: 29,969
31,Unnamed: 29,787
32,Unnamed: 29,993
33,Unnamed: 29,786
34,Unnamed: 29,925
35,Unnamed: 29,1192
36,Unnamed: 29,564
37,Unnamed: 29,485
38,Unnamed: 29,490
39,Unnamed: 29,1133
40,Unnamed: 29,582
41,Unnamed: 29,814
42,Unnamed: 29,779
43,Unnamed: 29,922
44,Unnamed: 29,532
45,Unnamed: 29,1172
46,Unnamed: 29,614
47,Unnamed: 29,772
48,Unnamed: 29,1213
49,Unnamed: 29,632
50,Unnamed: 29,562
51,Unnamed: 29,611
52,Unnamed: 29,43
53,Unnamed: 29,211
54,Unnamed: 29,777
55,Unnamed: 29,189
56,Unnamed: 29,809
57,Unnamed: 29,350
58,Unnamed: 29,292
59,Unnamed: 29,1055
60,Unnamed: 29,257
61,Unnamed: 29,132
62,Unnamed: 29,420
63,Unnamed: 29,781
64,Unnamed: 29,977
65,Unnamed: 29,774
66,Unnamed: 29,469
67,Unnamed: 29,698
68,Unnamed: 29,690
69,Unnamed: 29,237
70,Unnamed: 29,787
71,Unnamed: 29,530
72,Unnamed: 29,731
73,Unnamed: 29,905
74,Unnamed: 29,665
75,Unnamed: 29,468
76,Unnamed: 29,686
77,Unnamed: 29,879
78,Unnamed: 29,597
79,Unnamed: 29,753
80,Unnamed: 29,716
81,Unnamed: 29,708
İL PLAKA NO,Unnamed: 30,GÜMÜŞHANE
01,Unnamed: 30,780
02,Unnamed: 30,677
03,Unnamed: 30,1027
04,Unnamed: 30,380
05,Unnamed: 30,436
06,Unnamed: 30,763
07,Unnamed: 30,1163
08,Unnamed: 30,312
09,Unnamed: 30,1367
10,Unnamed: 30,1257
11,Unnamed: 30,1039
12,Unnamed: 30,378
13,Unnamed: 30,552
14,Unnamed: 30,824
15,Unnamed: 30,1130
16,Unnamed: 30,1095
17,Unnamed: 30,1374
18,Unnamed: 30,684
19,Unnamed: 30,523
20,Unnamed: 30,1248
21,Unnamed: 30,516
22,Unnamed: 30,1319
23,Unnamed: 30,397
24,Unnamed: 30,136
25,Unnamed: 30,201
26,Unnamed: 30,1005
27,Unnamed: 30,754
28,Unnamed: 30,162
30,Unnamed: 30,808
31,Unnamed: 30,851
32,Unnamed: 30,1101
33,Unnamed: 30,850
34,Unnamed: 30,1087
35,Unnamed: 30,1354
36,Unnamed: 30,403
37,Unnamed: 30,647
38,Unnamed: 30,554
39,Unnamed: 30,1295
40,Unnamed: 30,678
41,Unnamed: 30,976
42,Unnamed: 30,850
43,Unnamed: 30,1084
44,Unnamed: 30,491
45,Unnamed: 30,1334
46,Unnamed: 30,678
47,Unnamed: 30,611
48,Unnamed: 30,1375
49,Unnamed: 30,471
50,Unnamed: 30,627
51,Unnamed: 30,676
52,Unnamed: 30,205
53,Unnamed: 30,164
54,Unnamed: 30,939
55,Unnamed: 30,351
56,Unnamed: 30,648
57,Unnamed: 30,512
58,Unnamed: 30,356
59,Unnamed: 30,1217
60,Unnamed: 30,370
61,Unnamed: 30,94
62,Unnamed: 30,259
63,Unnamed: 30,703
64,Unnamed: 30,1139
65,Unnamed: 30,613
66,Unnamed: 30,580
67,Unnamed: 30,860
68,Unnamed: 30,703
69,Unnamed: 30,76
70,Unnamed: 30,851
71,Unnamed: 30,692
72,Unnamed: 30,570
73,Unnamed: 30,744
74,Unnamed: 30,827
75,Unnamed: 30,422
76,Unnamed: 30,524
77,Unnamed: 30,1041
78,Unnamed: 30,759
79,Unnamed: 30,817
80,Unnamed: 30,780
81,Unnamed: 30,870
İL PLAKA NO,Unnamed: 31,HAKKARİ
01,Unnamed: 31,906
02,Unnamed: 31,652
03,Unnamed: 31,1485
04,Unnamed: 31,428
05,Unnamed: 31,1168
06,Unnamed: 31,1376
07,Unnamed: 31,1453
08,Unnamed: 31,753
09,Unnamed: 31,1786
10,Unnamed: 31,1809
11,Unnamed: 31,1676
12,Unnamed: 31,490
13,Unnamed: 31,323
14,Unnamed: 31,1564
15,Unnamed: 31,1554
16,Unnamed: 31,1748
17,Unnamed: 31,2027
18,Unnamed: 31,1406
19,Unnamed: 31,1248
20,Unnamed: 31,1667
21,Unnamed: 31,527
22,Unnamed: 31,2059
23,Unnamed: 31,630
24,Unnamed: 31,798
25,Unnamed: 31,610
26,Unnamed: 31,1596
27,Unnamed: 31,691
28,Unnamed: 31,969
29,Unnamed: 31,808
31,Unnamed: 31,885
32,Unnamed: 31,1525
33,Unnamed: 31,977
34,Unnamed: 31,1826
35,Unnamed: 31,1812
36,Unnamed: 31,552
37,Unnamed: 31,1418
38,Unnamed: 31,1058
39,Unnamed: 31,2035
40,Unnamed: 31,1193
41,Unnamed: 31,1716
42,Unnamed: 31,1264
43,Unnamed: 31,1582
44,Unnamed: 31,724
45,Unnamed: 31,1792
46,Unnamed: 31,769
47,Unnamed: 31,386
48,Unnamed: 31,1762
49,Unnamed: 31,379
50,Unnamed: 31,1141
51,Unnamed: 31,1114
52,Unnamed: 31,1012
53,Unnamed: 31,857
54,Unnamed: 31,1679
55,Unnamed: 31,1158
56,Unnamed: 31,290
57,Unnamed: 31,1319
58,Unnamed: 31,968
59,Unnamed: 31,1957
60,Unnamed: 31,1071
61,Unnamed: 31,902
62,Unnamed: 31,633
63,Unnamed: 31,545
64,Unnamed: 31,1597
65,Unnamed: 31,195
66,Unnamed: 31,1188
67,Unnamed: 31,1633
68,Unnamed: 31,1175
69,Unnamed: 31,732
70,Unnamed: 31,1199
71,Unnamed: 31,1302
72,Unnamed: 31,456
73,Unnamed: 31,190
74,Unnamed: 31,1598
75,Unnamed: 31,639
76,Unnamed: 31,417
77,Unnamed: 31,1781
78,Unnamed: 31,1533
79,Unnamed: 31,745
80,Unnamed: 31,814
81,Unnamed: 31,1610
İL PLAKA NO,Unnamed: 32,HATAY
01,Unnamed: 32,196
02,Unnamed: 32,316
03,Unnamed: 32,774
04,Unnamed: 32,956
05,Unnamed: 32,673
06,Unnamed: 32,688
07,Unnamed: 32,742
08,Unnamed: 32,980
09,Unnamed: 32,1075
10,Unnamed: 32,1098
11,Unnamed: 32,981
12,Unnamed: 32,610
13,Unnamed: 32,719
14,Unnamed: 32,884
15,Unnamed: 32,843
16,Unnamed: 32,1052
17,Unnamed: 32,1290
18,Unnamed: 32,776
19,Unnamed: 32,711
20,Unnamed: 32,957
21,Unnamed: 32,515
22,Unnamed: 32,1379
23,Unnamed: 32,472
24,Unnamed: 32,748
25,Unnamed: 32,786
26,Unnamed: 32,886
27,Unnamed: 32,194
28,Unnamed: 32,787
29,Unnamed: 32,851
30,Unnamed: 32,885
32,Unnamed: 32,814
33,Unnamed: 32,266
34,Unnamed: 32,1147
35,Unnamed: 32,1101
36,Unnamed: 32,991
37,Unnamed: 32,882
38,Unnamed: 32,428
39,Unnamed: 32,1355
40,Unnamed: 32,562
41,Unnamed: 32,1036
42,Unnamed: 32,553
43,Unnamed: 32,871
44,Unnamed: 32,375
45,Unnamed: 32,1081
46,Unnamed: 32,176
47,Unnamed: 32,527
48,Unnamed: 32,1051
49,Unnamed: 32,719
50,Unnamed: 32,483
51,Unnamed: 32,403
52,Unnamed: 32,779
53,Unnamed: 32,982
54,Unnamed: 32,999
55,Unnamed: 32,802
56,Unnamed: 32,694
57,Unnamed: 32,927
58,Unnamed: 32,499
59,Unnamed: 32,1278
60,Unnamed: 32,564
61,Unnamed: 32,903
62,Unnamed: 32,609
63,Unnamed: 32,333
64,Unnamed: 32,886
65,Unnamed: 32,878
66,Unnamed: 32,626
67,Unnamed: 32,960
68,Unnamed: 32,464
69,Unnamed: 32,872
70,Unnamed: 32,488
71,Unnamed: 32,671
72,Unnamed: 32,607
73,Unnamed: 32,697
74,Unnamed: 32,979
75,Unnamed: 32,1015
76,Unnamed: 32,1055
77,Unnamed: 32,1101
78,Unnamed: 32,910
79,Unnamed: 32,146
80,Unnamed: 32,127
81,Unnamed: 32,931
İL PLAKA NO,Unnamed: 33,ISPARTA
01,Unnamed: 33,618
02,Unnamed: 33,956
03,Unnamed: 33,167
04,Unnamed: 33,1362
05,Unnamed: 33,723
06,Unnamed: 33,383
07,Unnamed: 33,131
08,Unnamed: 33,1352
09,Unnamed: 33,288
10,Unnamed: 33,395
11,Unnamed: 33,352
12,Unnamed: 33,1127
13,Unnamed: 33,1318
14,Unnamed: 33,563
15,Unnamed: 33,29
16,Unnamed: 33,423
17,Unnamed: 33,588
18,Unnamed: 33,525
19,Unnamed: 33,632
20,Unnamed: 33,169
21,Unnamed: 33,1138
22,Unnamed: 33,828
23,Unnamed: 33,989
24,Unnamed: 33,997
25,Unnamed: 33,1183
26,Unnamed: 33,301
27,Unnamed: 33,835
28,Unnamed: 33,993
29,Unnamed: 33,1101
30,Unnamed: 33,1525
31,Unnamed: 33,814
33,Unnamed: 33,563
34,Unnamed: 33,595
35,Unnamed: 33,390
36,Unnamed: 33,1385
37,Unnamed: 33,631
38,Unnamed: 33,553
39,Unnamed: 33,804
40,Unnamed: 33,507
41,Unnamed: 33,485
42,Unnamed: 33,266
43,Unnamed: 33,242
44,Unnamed: 33,892
45,Unnamed: 33,370
46,Unnamed: 33,812
47,Unnamed: 33,1167
48,Unnamed: 33,269
49,Unnamed: 33,1236
50,Unnamed: 33,474
51,Unnamed: 33,501
52,Unnamed: 33,951
53,Unnamed: 33,1204
54,Unnamed: 33,448
55,Unnamed: 33,804
56,Unnamed: 33,1325
57,Unnamed: 33,802
58,Unnamed: 33,749
59,Unnamed: 33,726
60,Unnamed: 33,772
61,Unnamed: 33,1125
62,Unnamed: 33,1121
63,Unnamed: 33,973
64,Unnamed: 33,170
65,Unnamed: 33,1452
66,Unnamed: 33,606
67,Unnamed: 33,629
68,Unnamed: 33,398
69,Unnamed: 33,1122
70,Unnamed: 33,379
71,Unnamed: 33,466
72,Unnamed: 33,1237
73,Unnamed: 33,1337
74,Unnamed: 33,645
75,Unnamed: 33,1404
76,Unnamed: 33,1506
77,Unnamed: 33,491
78,Unnamed: 33,576
79,Unnamed: 33,870
80,Unnamed: 33,707
81,Unnamed: 33,516
İL PLAKA NO,Unnamed: 34,MERSİN
01,Unnamed: 34,70
02,Unnamed: 34,407
03,Unnamed: 34,571
04,Unnamed: 34,1048
05,Unnamed: 34,635
06,Unnamed: 34,485
07,Unnamed: 34,466
08,Unnamed: 34,1072
09,Unnamed: 34,811
10,Unnamed: 34,895
11,Unnamed: 34,778
12,Unnamed: 34,702
13,Unnamed: 34,811
14,Unnamed: 34,681
15,Unnamed: 34,574
16,Unnamed: 34,849
17,Unnamed: 34,1086
18,Unnamed: 34,583
19,Unnamed: 34,575
20,Unnamed: 34,692
21,Unnamed: 34,607
22,Unnamed: 34,1176
23,Unnamed: 34,564
24,Unnamed: 34,747
25,Unnamed: 34,878
26,Unnamed: 34,683
27,Unnamed: 34,286
28,Unnamed: 34,786
29,Unnamed: 34,850
30,Unnamed: 34,977
31,Unnamed: 34,266
32,Unnamed: 34,563
34,Unnamed: 34,944
35,Unnamed: 34,898
36,Unnamed: 34,1082
37,Unnamed: 34,689
38,Unnamed: 34,328
39,Unnamed: 34,1152
40,Unnamed: 34,369
41,Unnamed: 34,833
42,Unnamed: 34,350
43,Unnamed: 34,668
44,Unnamed: 34,467
45,Unnamed: 34,878
46,Unnamed: 34,268
47,Unnamed: 34,619
48,Unnamed: 34,775
49,Unnamed: 34,811
50,Unnamed: 34,280
51,Unnamed: 34,200
52,Unnamed: 34,777
53,Unnamed: 34,981
54,Unnamed: 34,796
55,Unnamed: 34,746
56,Unnamed: 34,785
57,Unnamed: 34,859
58,Unnamed: 34,498
59,Unnamed: 34,1074
60,Unnamed: 34,562
61,Unnamed: 34,902
62,Unnamed: 34,700
63,Unnamed: 34,425
64,Unnamed: 34,683
65,Unnamed: 34,970
66,Unnamed: 34,482
67,Unnamed: 34,757
68,Unnamed: 34,261
69,Unnamed: 34,871
70,Unnamed: 34,233
71,Unnamed: 34,479
72,Unnamed: 34,698
73,Unnamed: 34,788
74,Unnamed: 34,776
75,Unnamed: 34,1107
76,Unnamed: 34,1147
77,Unnamed: 34,898
78,Unnamed: 34,707
79,Unnamed: 34,322
80,Unnamed: 34,159
81,Unnamed: 34,727
İL PLAKA NO,Unnamed: 35,İSTANBUL
01,Unnamed: 35,951
02,Unnamed: 35,1182
03,Unnamed: 35,450
04,Unnamed: 35,1409
05,Unnamed: 35,674
06,Unnamed: 35,453
07,Unnamed: 35,715
08,Unnamed: 35,1284
09,Unnamed: 35,681
10,Unnamed: 35,393
11,Unnamed: 35,248
12,Unnamed: 35,1338
13,Unnamed: 35,1529
14,Unnamed: 35,263
15,Unnamed: 35,594
16,Unnamed: 35,244
17,Unnamed: 35,314
18,Unnamed: 35,495
19,Unnamed: 35,611
20,Unnamed: 35,649
21,Unnamed: 35,1349
22,Unnamed: 35,232
23,Unnamed: 35,1200
24,Unnamed: 35,1044
25,Unnamed: 35,1229
26,Unnamed: 35,323
27,Unnamed: 35,1098
28,Unnamed: 35,925
29,Unnamed: 35,1087
30,Unnamed: 35,1826
31,Unnamed: 35,1147
32,Unnamed: 35,595
33,Unnamed: 35,944
35,Unnamed: 35,566
36,Unnamed: 35,1431
37,Unnamed: 35,509
38,Unnamed: 35,766
39,Unnamed: 35,209
40,Unnamed: 35,634
41,Unnamed: 35,113
42,Unnamed: 35,676
43,Unnamed: 35,354
44,Unnamed: 35,1103
45,Unnamed: 35,529
46,Unnamed: 35,1023
47,Unnamed: 35,1431
48,Unnamed: 35,776
49,Unnamed: 35,1447
50,Unnamed: 35,726
51,Unnamed: 35,806
52,Unnamed: 35,882
53,Unnamed: 35,1135
54,Unnamed: 35,148
55,Unnamed: 35,736
56,Unnamed: 35,1536
57,Unnamed: 35,689
58,Unnamed: 35,892
59,Unnamed: 35,131
60,Unnamed: 35,784
61,Unnamed: 35,1057
62,Unnamed: 35,1167
63,Unnamed: 35,1237
64,Unnamed: 35,492
65,Unnamed: 35,1641
66,Unnamed: 35,665
67,Unnamed: 35,329
68,Unnamed: 35,683
69,Unnamed: 35,1126
70,Unnamed: 35,789
71,Unnamed: 35,525
72,Unnamed: 35,1448
73,Unnamed: 35,1600
74,Unnamed: 35,417
75,Unnamed: 35,1393
76,Unnamed: 35,1552
77,Unnamed: 35,178
78,Unnamed: 35,396
79,Unnamed: 35,1161
80,Unnamed: 35,1040
81,Unnamed: 35,216
İL PLAKA NO,Unnamed: 36,İZMİR
01,Unnamed: 36,905
02,Unnamed: 36,1243
03,Unnamed: 36,327
04,Unnamed: 36,1647
05,Unnamed: 36,922
06,Unnamed: 36,582
07,Unnamed: 36,447
08,Unnamed: 36,1551
09,Unnamed: 36,128
10,Unnamed: 36,175
11,Unnamed: 36,430
12,Unnamed: 36,1414
13,Unnamed: 36,1605
14,Unnamed: 36,606
15,Unnamed: 36,388
16,Unnamed: 36,325
17,Unnamed: 36,327
18,Unnamed: 36,725
19,Unnamed: 36,831
20,Unnamed: 36,226
21,Unnamed: 36,1425
22,Unnamed: 36,546
23,Unnamed: 36,1276
24,Unnamed: 36,1282
25,Unnamed: 36,1467
26,Unnamed: 36,412
27,Unnamed: 36,1122
28,Unnamed: 36,1192
29,Unnamed: 36,1354
30,Unnamed: 36,1812
31,Unnamed: 36,1101
32,Unnamed: 36,390
33,Unnamed: 36,898
34,Unnamed: 36,566
36,Unnamed: 36,1669
37,Unnamed: 36,831
38,Unnamed: 36,840
39,Unnamed: 36,560
40,Unnamed: 36,752
41,Unnamed: 36,453
42,Unnamed: 36,553
43,Unnamed: 36,334
44,Unnamed: 36,1179
45,Unnamed: 36,37
46,Unnamed: 36,1099
47,Unnamed: 36,1454
48,Unnamed: 36,226
49,Unnamed: 36,1523
50,Unnamed: 36,761
51,Unnamed: 36,788
52,Unnamed: 36,1150
53,Unnamed: 36,1403
54,Unnamed: 36,491
55,Unnamed: 36,1003
56,Unnamed: 36,1612
57,Unnamed: 36,1001
58,Unnamed: 36,1033
59,Unnamed: 36,496
60,Unnamed: 36,972
61,Unnamed: 36,1324
62,Unnamed: 36,1405
63,Unnamed: 36,1260
64,Unnamed: 36,215
65,Unnamed: 36,1739
66,Unnamed: 36,806
67,Unnamed: 36,672
68,Unnamed: 36,685
69,Unnamed: 36,1406
70,Unnamed: 36,666
71,Unnamed: 36,665
72,Unnamed: 36,1524
73,Unnamed: 36,1624
74,Unnamed: 36,760
75,Unnamed: 36,1688
76,Unnamed: 36,1791
77,Unnamed: 36,391
78,Unnamed: 36,740
79,Unnamed: 36,1157
80,Unnamed: 36,994
81,Unnamed: 36,560
İL PLAKA NO,Unnamed: 37,KARS
01,Unnamed: 37,1012
02,Unnamed: 37,726
03,Unnamed: 37,1342
04,Unnamed: 37,214
05,Unnamed: 37,762
06,Unnamed: 37,1078
07,Unnamed: 37,1447
08,Unnamed: 37,203
09,Unnamed: 37,1646
10,Unnamed: 37,1601
11,Unnamed: 37,1383
12,Unnamed: 37,382
13,Unnamed: 37,452
14,Unnamed: 37,1168
15,Unnamed: 37,1414
16,Unnamed: 37,1440
17,Unnamed: 37,1719
18,Unnamed: 37,1008
19,Unnamed: 37,853
20,Unnamed: 37,1527
21,Unnamed: 37,520
22,Unnamed: 37,1663
23,Unnamed: 37,522
24,Unnamed: 37,393
25,Unnamed: 37,205
26,Unnamed: 37,1320
27,Unnamed: 37,857
28,Unnamed: 37,564
29,Unnamed: 37,403
30,Unnamed: 37,552
31,Unnamed: 37,991
32,Unnamed: 37,1385
33,Unnamed: 37,1082
34,Unnamed: 37,1431
35,Unnamed: 37,1669
37,Unnamed: 37,1012
38,Unnamed: 37,838
39,Unnamed: 37,1640
40,Unnamed: 37,962
41,Unnamed: 37,1321
42,Unnamed: 37,1134
43,Unnamed: 37,1399
44,Unnamed: 37,615
45,Unnamed: 37,1649
46,Unnamed: 37,837
47,Unnamed: 37,614
48,Unnamed: 37,1655
49,Unnamed: 37,347
50,Unnamed: 37,911
51,Unnamed: 37,960
52,Unnamed: 37,607
53,Unnamed: 37,344
54,Unnamed: 37,1283
55,Unnamed: 37,753
56,Unnamed: 37,547
57,Unnamed: 37,914
58,Unnamed: 37,640
59,Unnamed: 37,1562
60,Unnamed: 37,696
61,Unnamed: 37,422
62,Unnamed: 37,441
63,Unnamed: 37,697
64,Unnamed: 37,1454
65,Unnamed: 37,357
66,Unnamed: 37,864
67,Unnamed: 37,1228
68,Unnamed: 37,987
69,Unnamed: 37,327
70,Unnamed: 37,1135
71,Unnamed: 37,1007
72,Unnamed: 37,585
73,Unnamed: 37,643
74,Unnamed: 37,1193
75,Unnamed: 37,89
76,Unnamed: 37,135
77,Unnamed: 37,1386
78,Unnamed: 37,1128
79,Unnamed: 37,895
80,Unnamed: 37,919
81,Unnamed: 37,1215
İL PLAKA NO,Unnamed: 38,KASTAMONU
01,Unnamed: 38,696
02,Unnamed: 38,868
03,Unnamed: 38,504
04,Unnamed: 38,990
05,Unnamed: 38,255
06,Unnamed: 38,237
07,Unnamed: 38,790
08,Unnamed: 38,844
09,Unnamed: 38,843
10,Unnamed: 38,680
11,Unnamed: 38,462
12,Unnamed: 38,892
13,Unnamed: 38,1082
14,Unnamed: 38,247
15,Unnamed: 38,669
16,Unnamed: 38,518
17,Unnamed: 38,797
18,Unnamed: 38,106
19,Unnamed: 38,192
20,Unnamed: 38,724
21,Unnamed: 38,957
22,Unnamed: 38,741
23,Unnamed: 38,789
24,Unnamed: 38,625
25,Unnamed: 38,810
26,Unnamed: 38,482
27,Unnamed: 38,784
28,Unnamed: 38,485
29,Unnamed: 38,647
30,Unnamed: 38,1418
31,Unnamed: 38,882
32,Unnamed: 38,631
33,Unnamed: 38,689
34,Unnamed: 38,509
35,Unnamed: 38,831
36,Unnamed: 38,1012
38,Unnamed: 38,452
39,Unnamed: 38,718
40,Unnamed: 38,319
41,Unnamed: 38,399
42,Unnamed: 38,460
43,Unnamed: 38,567
44,Unnamed: 38,711
45,Unnamed: 38,816
46,Unnamed: 38,709
47,Unnamed: 38,1051
48,Unnamed: 38,852
49,Unnamed: 38,1001
50,Unnamed: 38,412
51,Unnamed: 38,492
52,Unnamed: 38,443
53,Unnamed: 38,696
54,Unnamed: 38,361
55,Unnamed: 38,296
56,Unnamed: 38,1144
57,Unnamed: 38,181
58,Unnamed: 38,474
59,Unnamed: 38,640
60,Unnamed: 38,365
61,Unnamed: 38,617
62,Unnamed: 38,748
63,Unnamed: 38,923
64,Unnamed: 38,615
65,Unnamed: 38,1223
66,Unnamed: 38,299
67,Unnamed: 38,213
68,Unnamed: 38,428
69,Unnamed: 38,722
70,Unnamed: 38,571
71,Unnamed: 38,210
72,Unnamed: 38,1056
73,Unnamed: 38,1286
74,Unnamed: 38,181
75,Unnamed: 38,953
76,Unnamed: 38,1134
77,Unnamed: 38,464
78,Unnamed: 38,113
79,Unnamed: 38,847
80,Unnamed: 38,785
81,Unnamed: 38,293
İL PLAKA NO,Unnamed: 39,KAYSERİ
01,Unnamed: 39,335
02,Unnamed: 39,414
03,Unnamed: 39,513
04,Unnamed: 39,816
05,Unnamed: 39,341
